,0
1213,the Marketing/Merchandising Promotion Planning domain
1214,a UI Developer Lead Java Designer-Developer
1215,Single Page Java web applications
1216,Object-Oriented Programming
1217,Angular UI applications
1218,Oracle Http Web server
1219,Oracle WebLogic application server/Tomcat
1220,Spring Cloud (Microservices
1221,OOP and Design Pattern
1222,cloud cluster management technologies
1223,cloud cluster management technologies
1224,Experience programming microcontrollers
1225,ARM Cortex-M experience
1226,API specifications
1227,GUI application development
1228,C++ GUI toolkit
1229,embedded OS environments
1230,ARM Cortex-M. Experience
1231,Object-Oriented Programming concepts
1232,IoT technologies
1233,Agile Scrum method
1234,Java/Open Source Technologies
1235,Software Algorithm Design
1236,Software Performance Tuning
1237,Software Debugging
1238,Software Development Fundamentals
1239,simple and intuitive Product features
1240,written and/or graphical formats
1241,Agile – Scrum
1242, Java/NodeJs/ReactJs other programming languages
1243,Object-Oriented design skills
1244, Dev-ops tools
1245,a cloud-based platform e.g. AWS/Azure
1246,Apache Kafka
1247,Master’s degree
1248,the DevOps processes
1249,our cloud workload
1250,Scheduling follow-ups
1251,Non-tech background learners
1252,the JavaScript object model
1253,/Other CSS libraries
1254,AWS cloud tools
1255," Self-motivated, go-getter"
1256,Hadoop Big Data
1257,Hadoop functioning
1258,an Agile environment
1259,Cloud deployment
1260,Business Intelligence Architect
1261,Business Analysts
1262,ERP software design
1263,an ERP reporting
1264,techniques and documentation methods
1265,IVR Services
1266,Web 2.0 technologies
1267,RESTful API Modeling Language
1268,Java Enterprise Applications
1269,SQL Server Integration Services
1270,Strong and effective inter-personal and communication skills
1271,the API platform
1272,the Automation Architect
1273,close to 100% automation
1274,Computer Science Fundamentals
1275,written and verbal communication skills
1276,Agile scrum methodologies
1277,DevOps processes
1278,Core Java development experience
1279,Core Java concepts
1280,strong and efficient SDLC practices
1281,B.Tech./B.E./M.Tech./MCA
1282,Java/Scala
1283,good CS fundamentals
1284,Hadoop/Spark
1285,RDBMS and/or NoSQL database technologies
1286,AWS experience
1287, A flexible self-starter
1288,new and varied technologies
1289,A good grounding
1290,an Agile development environment
1291,DevOps tools
1292,Financial Services and/or Software Consulting experience
1293,Agile ceremonies
1294,modern UI frameworks
1295,any cloud technologies and cloud deployments
1296,Agile Project development methodology
1297,Presentation and mentoring skills
1298,Provision infrastructure
1299,monitoring and notifications systems
1300,DevOps technologies
1301, AWS experience
1302,/B Tech/MCA
1303,Java Swing
1304,testing methodologies
1305,Object Oriented Design
1306,Unified Modeling Language
1307,Scaled Agile environment
1308,Configuration Management systems
1309,Defect Tracking tools
1310,small and medium sized tasks
1311,"high-performance, scalable, robust and reliable server applications"
1312,our DevOps approach
1313,enterprise Java software development
1314,UI automated tests
1315,written and verbal form
1316,"A collaborative, team orientated attitude"
1317,Java software development
1318,API development experience
1319,architectural and design decisions
1320,", GIT/SVN repository"
1321,eCommerce solutions
1322,Java-based services
1323,Oracle Commerce
1324,Java EE
1325,Advanced proficiency
1326,HCM Machine Learning Engineers
1327,HCM ML
1328,HCM ML features
1329,REST API calls
1330,the HCM ML codebase
1331,Workday business logic
1332,the testing pyramid
1333,modern UI technologies
1334, API and/or webservice ownership experience
1335,a Linux/Unix environment
1336,a Linux/Unix environment
1337,MS/PhD
1338,robust and quality code
1339,distributed and concurrent systems
1340,an Agile/Scrum environment
1341,NuGet Development
1342,Azure Development
1343,Azure DevOps
1344,Octopus CD
1345,common JavaScript libraries/frameworks
1346,complex security environments
1347,EY security systems
1348,a Self-starter
1349,"infrastructure implementation/management, service/operations management"
1350,Firewall automation platformZscaler Cloud
1351,Azure ADSonicWall/Pulse Secure/Prisma VPN
1352,Security related Professional qualifications
1353,[Check Point CCSE
1354,Blue Coat BCCPA
1355,Service management qualifications
1356,Quality assurance experience
1357,JavaScript automation framework
1358,iOS/Android automation frameworks
1359,Kubernetes community
1360,security vulnerabilities
1361,Microsoft Defender product
1362,security toolset
1363,security verification automation
1364,system/OS/driver code
1365,Security Researcher
1366,Penetration Tester
1367,Security Assurance- OR - Academic equivalent experience
1368,Malware Researchers
1369,Experience authoring detections
1370,security vulnerability patterns
1371,Secure Development Lifecycle
1372,hardware security modules
1373,A collaborative approach
1374,Automation/tooling knowledge
1375,regular performance evaluations
1376,A compassionate approach
1377, Calm and methodical approach
1378,DevOps engineers
1379,cloud architects
1380,testing scripts
1381,DevOps processes
1382,Azure DevOps & Developing templates
1383,container orchestration
1384,SQL Server
1385,Intelligence/Data-warehousing products
1386,Informatica products
1387,DevOps tools
1388,New Relic
1389,MS Azure DevOps Engineer Expert
1390,DevOps Specialist
1391,Azure PaaS
1392,Azure storage solutions
1393,App Gateway
1394,Azure DevOps
1395,DevSecOps security practices
1396,regular security patching
1397,Deloitte security standards
1398,HP Fortify
1399,"Agile, Lean"
1400,Linux development environments
1401,MS SQL
1402,Computer Science or Software Engineering disciplines
1403,Hinge Health software engineers
1404,Hinge Health applications
1405,thoughtful and constructive code reviews
1406,Domain Expertise
1407,Business intuition
1408,Security metrics delivery
1409,primarily Agile/Scrum
1410,security architectures
1411,security architectures
1412,front- and back-end architectures
1413, Experience porting code
1414,AWS Sagemaker
1415,hybrid architecture
1416,remote Linux-based compute workstations
1417,an Agile team
1418,API design
1419,both UI and backend services
1420,a DevOps mindset
1421,Agile techniques
1422,SQL Server
1423,NoSQL data stores
1424,Agile/SCRUM SDLC
1425,Android SDK
1426,technical and non-technical audiences
1427,a cloud service provider
1428,the Microsoft Azure Data Stack
1429,"(ADFv2, Azure SQL DB"
1430,Azure SQL Datawarehouse
1431,Azure Data Lake
1432,Azure Databricks
1433,Azure data migration patterns
1434,Agile methodology experience
1435,Azure DevOps experience
1436,Customer/client-facing consulting skills
1437,non-Microsoft platforms
1438,Agile/SCRUM SDLC
1439,Android SDK
1440,Agile/Scrum SDLC
1441,Agile environment
1442,Salesforce Marketing Cloud
1443,Google Analytics
1444,Quality Assurance and data validation procedures
1445,performance tuning
1446,Salesforce Marketing Cloud
1447,Google Analytics Experience
1448,the AWS cloud
1449, Object-oriented programming
1450,Salesforce sales cloud and service cloud experience
1451, Salesforce Platform Developer
1452,Salesforce Domain Architect certifications
1453,Strong Backend experience
1454,Functional programming
1455,other cloud environments
1456,testing and quality assurance
1457,GraphQL and/or Apollo Client
1458,Strong Backend Elixir experience
1459,an AWS environment
1460,Integration and API experience
1461,Salesforce.com
1462,functional and technical specifications
1463,Agile and Scrum methodologies
1464,Sales/Marketing and Service modules
1465,Salesforce Certified Platform Developer I
1466,Certified Platform Developer II Certifications
1467,Salesforce.com
1468,Salesforce.com
1469,Enterprise application/integration experience
1470,Web Service/Rest API/SOAP API integration experience
1471,JBOSS/Web/Server hosting platform background
1472,Boomi platform experience
1473,Database user background - Oracle/MySQL/MSSQL/PostgreSQL
1474,SQL Queries
1475,Confluent Cloud experience
1476,API integrations
1477,"Agile, ITIL"
1478,CRM experience
1479,Salesforce certifications
1480,solution scalability
1481,Product Roadmap
1482,distributed cloud-native applications
1483,Technical fluency
1484,Desired Technical Proficiencies
1485,the Agile teams
1486,solution scalability
1487,Product Roadmap
1488,distributed cloud-native applications
1489,Technical fluency
1490,Desired Technical Proficiencies
1491,the Agile teams
1492,solution scalability
1493,Product Roadmap
1494,distributed cloud-native applications
1495,Technical fluency
1496,Desired Technical Proficiencies
1497,the Agile teams
1498,solution scalability
1499,Product Roadmap
1500,distributed cloud-native applications
1501,Technical fluency
1502,Desired Technical Proficiencies
1503,the Agile teams
1504,solution scalability
1505,Product Roadmap
1506,distributed cloud-native applications
1507,Technical fluency
1508,Desired Technical Proficiencies
1509,the Agile teams
1510,solution scalability
1511,Product Roadmap
1512,distributed cloud-native applications
1513,Technical fluency
1514,Desired Technical Proficiencies
1515,the Agile teams
1516,solution scalability
1517,Product Roadmap
1518,distributed cloud-native applications
1519,Technical fluency
1520,Desired Technical Proficiencies
1521,the Agile teams
1522,an Agile environment
1523,similar Agile tools
1524,Agile project management
1525,Linux administration
1526,Bash / Python
1527,Elastic/Splunk
1528,New Relic/AppDynamics
1529,public cloud operators
1530,Advanced troubleshooting
1531,Create / Update puppet code
1532,Shotgrid API tracking software
1533,REST API’s and micro-services architecture
1534,Data Lake and digital platform capabilities
1535,cloud offerings
1536,cloud environments
1537,API layers
1538,appropriate security mechanisms
1539,Terraform and AWS console
1540,Lead data platform governance
1541,Data Lake and digital platform capabilities
1542,cloud offerings
1543,cloud environments
1544,API layers
1545,appropriate security mechanisms
1546,Terraform and AWS console
1547, Lead data platform governance
1548,container-based architectures
1549,multiple Agile development teams
1550,leading cloud providers AWS
1551,Development LifeCycle
1552,a DevOps engineer
1553,container-based architectures
1554,multiple Agile development teams
1555,leading cloud providers AWS
1556,Development LifeCycle
1557,a DevOps engineer
1558,Java.. Experience
1559,Agile tools
1560,Master’s Degree and/or vendor certifications
1561,Microsoft Certified Professional
1562,Big data implementations
1563,Apache stack
1564,SQL and Performance tuning
1565,Scheduler Tools
1566,Advanced Analytics Models implementations
1567,Self-starter attitude
1568,"a Hybrid Environment, Oracle, and Big Data environments"
1569,Program SDTM
1570,statistical analysis tables
1571,internal and client statisticians
1572,routine and occasionally complex analytical skills
1573,Good Clinical Practice and ICH guidelines
1574,Program SDTM
1575,statistical analysis tables
1576,internal and client statisticians
1577,routine and occasionally complex analytical skills
1578,Good Clinical Practice and ICH guidelines
1579,Program SDTM
1580,statistical analysis tables
1581,internal and client statisticians
1582,routine and occasionally complex analytical skills
1583,Good Clinical Practice and ICH guidelines
1584,system performance optimizations
1585,performance-oriented data structure/algorithm development
1586,high performance networked systems
1587,a Linux and/or embedded systems environment
1588,system performance optimizations
1589,performance-oriented data structure/algorithm development
1590,a Linux and/or embedded systems environment
1591,OS fundamentals
1592,network security fundamentals
1593,new and current frontend and/or backend systems
1594,GraphQL and/or Apollo Client
1595,Solutions Azure Cloud
1596,Azure Datalake
1597,Strong JavaScript skills
1598,RESTful API design
1599,NoSQL database technologies
1600,standard AWS technologies
1601,NoSQL DBs
1602,AWS services
1603,Unix/Linux environments
1604,Agile Software Development
1605,DevOps tools
1606,Key Competencies/Skills   Strong programming skills
1607,Linux/Unix Environment
1608,Cloud testingTeradata Database Knowledge
1609,Salesforce Developer Certified
1610,Advanced proficiency
1611,pairing and code reviews
1612,documentation accomplishment
1613,test and demonstration events
1614,API backends
1615,UI solutions
1616,Agile SCRUM team
1617,testing automation
1618,other Agile SCRUM team members
1619,all Agile ceremonies
1620,Exhibits DevOps mindset
1621,Agile SCRUM team
1622,Agile SCRUM team
1623,User Personas
1624,Quarterly Architecture Summits
1625,UI Development
1626,UI libraries
1627,User behaviors
1628,UI performance
1629,Agile Management Tools
1630,Java development
1631,firmware and software requirements
1632, Unit Test frameworks
1633, (Desirable) – Test development experience
1634,ServiceNow Developer Responsibilities
1635,Catalog Items
1636,UI Policies
1637,UI actions
1638,ServiceNow applications
1639,ServiceNow Applications
1640,ServiceNow Service Catalog
1641,inbound and outbound API integrations
1642,API integrations
1643,ServiceNow's ITSM service catalog
1644,Expertise level understanding
1645, Expertise level programming skills
1646,UI Actions
1647,the ServiceNow system
1648,ServiceNow client
1649,the ServiceNow APIs
1650,Scripted Web-Services
1651,Custom UI Changes
1652,ServiceNow ITSM modules - Incident Management
1653,Configuration Management
1654,other ITSM application
1655,the ServiceNow schema
1656,technical and functional design requirements
1657,ServiceNow platform capabilities
1658,Java / J2EE web (UI) applications
1659,Core Java
1660,Java/J2EE
1661,SQL/PLSQL
1662,Core Java code
1663,Java Collections
1664,and Layer 3 protocols
1665,no-SQL datastores
1666,their US counterpart
1667,JavaScript frameworks
1668,UI/UX design
1669,Messaging concepts
1670,.. DevOps concepts
1671,clean and well documented code
1672,Amazon.com
1673,Agile development
1674,Master’s degree
1675,SQL and NoSQL databases
1676,.. Self-starter and resourceful individual
1677,Google APIs
1678,Master’s degree
1679,Next.js
1680,UI quality tools
1681,Cloud Service Providers
1682,AWS / Azure / GCP
1683,an Agile environment
1684, Lead standup meetings
1685,API design reviews
1686,Amazon AWS
1687,product management and analytics teams
1688,Amazon AWS
1689,great UI/UX
1690,Next.JS
1691,junior and intermediate developers
1692,performance optimization
1693,product management and analytics teams
1694, Lead standup meetings
1695,Amazon AWS
1696,BI/analytics
1697,product management and analytics teams
1698,Apache Spark
1699,BI/analytics tools
1700, Provision cloud-based resources
1701,infrastructure basics
1702,great UI/UX
1703,Next.JS
1704, A strong coder
1705,infrastructure basics
1706,secure Cloud architectures
1707,container orchestration solutions
1708, BS/BA or equivalent work experience
1709,secure Cloud architectures
1710,container orchestration solutions
1711, BS/BA or equivalent work experience
1712,secure Cloud architectures
1713,container orchestration solutions
1714, BS/BA or equivalent work experience
1715,secure Cloud architectures
1716,container orchestration solutions
1717, BS/BA or equivalent work experience
1718,Python and serverless solutions
1719,AWS Lambda
1720,Kubernetes Jobs
1721,Kubernetes clusters
1722,DevOps or SRE roles
1723,/B Testing deployment
1724,simple and elegant solutions
1725,web UI technologies
1726,Agile development practices
1727,Python and serverless solutions
1728,AWS Lambda
1729,Kubernetes Jobs
1730,Kubernetes clusters
1731,DevOps or SRE roles
1732,/B Testing deployment
1733,Python and serverless solutions
1734,AWS Lambda
1735,Kubernetes Jobs
1736,Kubernetes clusters
1737,Engaging and mentoring team members
1738,DevOps or SRE roles
1739,Python and serverless solutions
1740,AWS Lambda
1741,Kubernetes Jobs
1742,Kubernetes clusters
1743,Engaging and mentoring team members
1744,DevOps or SRE roles
1745,Java or Java-based tools
1746,Troubleshoot and triage post production issues
1747,Intermediate Software Developer
1748,API development
1749,Linux and Windows development environments
1750,Cloud/Edge computing
1751,network security protocols
1752,Software Defined Radios
1753,the Enterprise Architect framework
1754,Agile Teams
1755,Cloud Computing
1756,transactional and analytical systems
1757,Enterprise Architecture roles
1758,similar Enterprise Architecture certifications
1759,cloud computing
1760,Agile methodologies
1761,current and future workflows
1762,the Quality Assurance team
1763,the Microsoft technology stack
1764, Knowledge and experience with Angular    ·  Experience
1765,Scrum and backlog management tools
1766,"up to $4,000/year"
1767,frontend UI/UX applications
1768,API development
1769,UI/UX applications
1770,UI/UX applications
1771,Linux/Windows OS platforms
1772,Web/Cloud/SaaS based solutions
1773,UI/UX applications
1774,Java/JavaScript
1775,Experience interfacing test equipment
1776,cloud/web/mobile-based and IoT applications development
1777,Cloud/Edge computing
1778,network security protocols
1779,Software-Defined Radios
1780,Net Core/SQL
1781,design and brainstorming sessions
1782,SQL Server
1783,Agile development
1784,technical and non-technical audiences
1785,clean and maintainable code
1786,swift and consistent resolutions
1787,Lifecycle Management Suite
1788,Loan Origination
1789, Ø   Web application experience
1790,Ø    Customer Support Experience
1791,  ·        Software Proficiency
1792,API testing and database systems concepts
1793,procurement and development efforts
1794,functional and non-functional requirements
1795,Azure DevOps/Visual Studio Team Services
1796,Microsoft SQL
1797,Data Driven frameworks
1798,Cross-browser testing
1799,Azure Devops pipelines
1800,Agile frameworks
1801,Agile Test methodologies
1802,Product Mangers
1803,a Service-Oriented Architecture
1804,current and future workflows
1805,the Quality Assurance team
1806,Scrum and backlog management tools
1807,modern DevOps practices
1808,Android SDK
1809,old Java code
1810,Android SDK understanding
1811,AWS infrastructure
1812,"(SQS, Lambda, S3"
1813,our Amazon Redshift database
1814,Apache Airflow
1815,Amazon Lambda
1816,JavaScript framework
1817,Object-oriented Programming Concepts
1818,testing methodologies
1819,Other scripting languages
1820,Android SDK
1821,Android SDK understanding
1822,configuration management solutions
1823,a security-first mindset
1824,VPN infrastructure maintenance
1825,Linux networking
1826,Agile global technology team
1827,Application & System Performance tuning
1828,internal and external stakeholders
1829,Object Oriented Programming
1830,User Interface design
1831,such SQL Server
1832,unit and integration test scripting
1833,testing methodologies
1834,Agile Methodology
1835,Apache Maven
1836,Content Repository API
1837,New Relic
1838,MySQL and database design
1839,SCRUM / Agile methods
1840,GIT version control
1841,Fast learner
1842,Self Starter
1843,Create and present quality dashboards
1844, Advanced SQL
1845,Tableau/Power BI
1846,Big Query
1847,technical and non-technical stakeholders
1848,all Agile rituals
1849,API automation tests
1850,automation Web GUI tests
1851,the Testing Pyramid
1852,CAD software packages
1853,SAS programs
1854,Functional and Technical Specifications
1855,Systems Analysts
1856,BASE SAS products
1857,analytical and communication skills
1858,DB programming
1859,AI based technical solutions
1860,an Agile delivery team
1861,an Agile (Scrum/Kanban) environment
1862,A Bachelor’s degree
1863,Web API
1864,Object Relational Mappers
1865,Object-Relational Mappers
1866,General cloud-computing concepts
1867,SQL Server
1868,an Object Oriented language
1869,Hardware / Software integration experience
1870,Agile Software Development - e.g. Sprint planning
1871,accurate and timely responses
1872,Bereich Software-Engineering
1873,Software-Lösungen
1874,Integrations-Tests
1875,Cloud Engineer oder
1876,DevOps-Tools
1877,Bereich Cloud Engineering
1878,AWS-Umfeld
1879,IT-Service Management Modell
1880,Multi-Domain Operations (MDO) warfighting capabilities
1881,Agile teams
1882,NoSQL databases
1883,Azure Education
1884,Linux/MacOS/Windows platforms
1885,Active Directory/LDAP
1886,Windows specific libraries
1887,network-security fundamentals
1888,Software Architects
1889,Software Architects
1890,Object-oriented programming and design concepts
1891,infrastructure availability
1892,hardware and software configuration
1893,UI/UX
1894,new and existing functionality
1895,technical and process innovations
1896,JSON Web Token
1897,A knack
1898,modern JavaScript development toolset
1899,RESTful Web API design
1900,an Agile/Scrum development process
1901,Tech - NFR
1902,Tech - Code quality and coding standards
1903,Tech - Agile Methodology
1904,Tech - Analytical \ Problem Solving
1905,Data Engineering and Data Governance teams
1906,the C-UAS team
1907,new and efficient architectures
1908,Object-Oriented languages
1909,Windows and Linux environments
1910,modern JavaScript/TypeScript
1911,C#/Java
1912,consistent and cohesive messaging
1913,dynamic and reliable user experiences
1914,JavaScript/Typescript
1915,other container based tools
1916,any Object-Oriented coding language
1917,cloud data warehouse structures
1918,AI/ML applications
1919,data cloud zones
1920,AWS-based data services technologies
1921,internal and external partner integrations
1922,smart and motivated engineers
1923,CS data structures
1924,relational and NoSQL databases
1925,Master’s degree
1926,Grails and Spring boot
1927,A bachelor’s degree
1928,SAP BW
1929,SAP HANA
1930,SAP Business Objects BI development tools
1931, SAP S/4HANA experience
1932, Big Data  Cloud Technologies  Open Source Technologies  Predictive Analysis  Machine Learning
1933,debugging and code analysis tools
1934,Kotlin.. Experience
1935,the Agile methodology
1936,Advanced debugging experience
1937,an Agile delivery team
1938,an Agile (Scrum/Kanban) environment
1939,A Bachelor’s degree
1940,UI/UX best practices
1941,flexbox and CSS grid
1942,security considerations
1943,"C#, ASP.NET/Web API"
1944,SQL Server
1945,"Framework 4.0,4.5"
1946,.. API design
1947,Express.js
1948,EPI2ME analysis reports
1949,Report Builder
1950,Report Builder
1951,Cloud platform deployment
1952,Embedded software development
1953,Key Accountabilities
1954,Apache Beam
1955,DevOps / SRE
1956,Microsoft SQL Server
1957,Azure knowledge
1958,Google Analytics UA/GA4
1959,robust and consistent data
1960,Google Analytics
1961,Google Optimise
1962,documentation skills
1963,Agile development methodologies
1964,Java/J2EE technologies
1965,an Agile development environment
1966,any API management tool
1967,security investigators
1968,Programming and prototyping skills
1969,rigorous Functional Safety and Cyber Security cases
1970,logical and implementation levels
1971,Functional Safety and Cyber Security analysis
1972,verification and validation activities
1973, A problem solver
1974,tablet and phone applications
1975,budgetary and time constraints
1976,Self-starter
1977,Embedded and structural composites
1978,Sensing and data acquisition
1979,Key outputs
1980,EHS policy
1981,A relevant accredited Engineering Degree
1982,PLM software
1983,general SQL experience
1984,Develop and mature systems designs
1985,"Science, engineering or maths based educational background"
1986,Guidewire DataHub/InfoCenter Platform
1987,SQL Server/Oracle databases
1988,Guidewire ClaimCenter/
1989,Guidewire PolicyCenter
1990,SAP BODS ETL design
1991,Data Warehousing
1992,Data Specifications
1993,DataHub and InfoCenter Initial loads
1994,DataHub and InfoCenter Guidewire Commit and Rollback utility
1995,Ref & Config Data spreadsheet maintanence
1996,Scheduling loads
1997,SAP BODS workflows
1998,Microsoft SQL complex queries
1999,SAP BODS administration
2000,Data Modelling Experience
2001,security tool integrations
2002,Cloud Security Architect
2003,security backlog
2004,Cloud-native authentication and vaulting mechanisms
2005,Java and Javascript applications
2006,scalable security solutions
2007,both cloud-agnostic and cloud native security tools
2008,automated security processes
2009,Managed Detection and Response solution
2010,documentation deliverables
2011,risk management framework concepts
2012,Rackspace Elastic Engineering
2013,Cybersecurity and/or Information Technology
2014,vulnerability management tools
2015,public cloud environments
2016,Application/IOT Security knowledge
2017,a  Cloud Support Engineer - Database Security and Authentication Management
2018,organizational and process improvements
2019,Salesforce Service cloud
2020,SQL queries
2021,public cloud providers
2022,SQL Python
2023,cloud computing concepts
2024,IAM systems
2025,broader cloud security technologies
2026,NextGen FW
2027,Rest API Calls
2028,advertising and analytics platforms
2029,Hybrid mobile app or native iOS/Android development experience/familiarity
2030,relational and non-relational databases
2031,Automation Frameworks
2032,Google Analytics
2033,Adobe Analytics
2034,Data Visualization
2035,Data and Analytics specialists
2036,Relationship and rapport building
2037,Microsoft technology stack
2038,Agile environment
2039,consumer and enterprise facing products
2040,SQL Server
2041,SQL server
2042,DSP Product Managers
2043,Experience managing business and engineering stakeholders
2044,creative and detailed execution
2045,permanent and third-party Case Management System Developers
2046,MS Office automation
2047,(Excel/Word/Access
2048,an Agile environment
2049,Experience building deployment automation
2050,AWS-hosted services
2051,DevOps/SRE experience
2052,OOP and code design
2053,MySQL databases
2054,exciting and robust systems
2055,MySQL optimisation
2056, Relational and object database systems
2057, SW performance awareness
2058,Master’s degree
2059,Cardinal Health India
2060,an Agile environment
2061,high-performance robust production applications
2062,automated testing methodologies
2063,cloud computing technologies
2064,security scans
2065,Agile (Scrum) project methodologies
2066,Core Java
2067,Java frameworks
2068,an Equal Opportunity/Affirmative Action employer
2069,Strong CS fundamentals
2070,"the Internet-, intranet-, or extranet-based applications"
2071,SQL Server
2072,Microsoft .NET Framework
2073,Microsoft SQL Server database objects
2074,Azure development
2075,Web API
2076,SQL Server - DB Modeling and Database programming
2077,Entity Framework Core and Entity Framework
2078,Azure Services - App Services
2079,Application Insights
2080,Web Services/REST API /RFC/ODATA
2081,Deployment - IIS/Azure
2082,Agile development experience
2083,"Credible, Customer Focus"
2084,Blazor. Design/architectural patterns -MVC
2085,Azure CI/CD Pipeline
2086,Azure Services - Azure Functions
2087,Azure Database
2088,SAP integration
2089,Agile methodologies
2090,Design/architectural patterns - Microservices
2091,Service-Oriented Architecture
2092,DevOps techniques
2093,AWS Sagemaker
2094,"high-performance, highly-available and scalable distributed systems"
2095,AWS technologies
2096,an Agile environment
2097,servers/software/applications
2098,Linux/Unix environments
2099,Linux users
2100,hands-on experience troubleshooting server class hardware
2101,Upgrades/System configuration/System patching
2102,Application patching
2103,Automation Script Development
2104,Incident Triage
2105,Linux Users
2106,Java Application Administration
2107,Cloudera Hadoop Administration
2108,other container management
2109,A habitual Problem solver
2110,Android SDK
2111,Android UI design principles
2112,performance tuning
2113,active Agile/Scrum development methodology experience
2114,Java based microservice
2115,Reliable and Serviceable Object-Oriented systems
2116,Agile/Scrum development methodologies
2117,DevOps environment
2118,Microsoft Web Technologies
2119,Web API
2120,Net Core Web Api
2121,Object Oriented Programming concepts
2122,Entity Framework / EF Core
2123,Strong SQL development skills
2124,SQL Server
2125,Azure Services
2126,Azure Web apps
2127,App Insights
2128,Azure SQL
2129,Object Relational Model
2130,SQL Server
2131,Azure platform
2132,Release Orchestration tool
2133,Microsoft stack
2134,Object Oriented Programming principles
2135,configuration and design tools
2136,Web (MVC) based applications
2137,Java Script
2138,SQL Server
2139,master and transactional data
2140,improvement and delivery pipelines
2141,B.Tech/B.E/M.C.A/M.Tech/MS. - Computers
2142,Microsoft SQL Server
2143,Azure SQL Database.. Experience creating
2144,T-SQL Stored Procedures
2145,Azure Data Factory
2146,the Agile software development methodology
2147,Azure DevOps
2148,cloud architectures
2149,Microsoft Azure.. Experience
2150,Siemens EDA AMS software
2151, Customer Focus - Cultivating strategic customer relationships
2152,personal and/or group accomplishment
2153, Job Knowledge - Exhibiting industry best practice knowledge
2154,Experience coding
2155,Object-Oriented PHP
2156,Application frameworks
2157,Semantic markup
2158,build and deployment pipelines
2159,DevOps environments
2160,cloud resource creation scripts
2161,the Power Platform ecosystem
2162,Azure technology - ability
2163,Azure components
2164,Azure functions
2165,Azure Devops
2166,Azure CLI
2167,D365 API.. experience
2168,planned Schedules/workload
2169, Customer and supplier management
2170,MS PowerApps
2171,MS PowerAutomate
2172,Agile-driven software development
2173,other IDE environments
2174,Agile software development methodologies
2175,"Self-motivated, desire"
2176,Continuous Delivery solutions
2177,an Agile environment
2178,staging and production environments
2179,DevOps experience
2180,SQL Server
2181,Java Script
2182,Agile development
2183,Agile Software development work
2184,robust and scalable features
2185,Agile Software Development
2186,A strong familiarity
2187,Web Server technologies
2188,Linux/Unix
2189,NoSQL databases
2190,Experience coding
2191,JavaScript/TypeScript
2192,Agile teams
2193,cloud native event-driven microservices-based architectures
2194,Lambda functions
2195,GitHub Actions
2196,Cloud Foundry
2197,Agile methods
2198,Vendor certification
2199,company and industry methodologies
2200,Computer Science and/or Computer Engineering fundamentals
2201,Salesforce Sales Cloud
2202,"the Salesforce Platform (Apex, Lightning"
2203,Lightning Web Component
2204,an IT Infrastructure Library (ITIL) framework
2205,application and integration middleware
2206,"Angular, Single-SPA) and back end environments"
2207,Java Spring Boot
2208,Java Spring Boot
2209,", Angular, Single-SPA"
2210,other DB technology familiarity
2211,Kubernetes Cluster admin functions
2212,Adobe Photoshop
2213,Internet Explorer
2214,Search engine optimization
2215,Web fonts
2216,Custom loops
2217,Custom taxonomies
2218,Advanced / customized search Working
2219,HTML5 Boilerplate
2220,UI developer
2221,JavaScript expert
2222,UI layouts
2223,JavaScript frameworks
2224,popular JavaScript-based tools
2225,Chrome Developer Console
2226,Object-Oriented CSS principles Development
2227,integration and operations technical dependencies
2228,Design and setup monitoring
2229,/supporting Kubernetes based environments
2230,multiple Database technologies
2231,Microsoft SQL Server
2232,Microsoft IIS experience
2233,new AWS technologies
2234,Cluster technology
2235,AWS capabilities
2236,Cloud Computing
2237,Cloud Assessment Technologies
2238,Hadoop or object storage
2239,Data ingestion
2240,Data Warehouse related projects
2241,Hadoop or Object storage
2242,strong SQL knowledge
2243,diverse and geographically distributed project teams
2244,BS/MS degree
2245,Java Spring
2246,Agile principles
2247,UI / User Experience Design
2248,technological and process innovation
2249,BS/MS degree
2250,Java Spring
2251,Agile principles
2252,UI / User Experience Design
2253,technological and process innovation
2254,BS/MS degree
2255,Java Spring
2256,Agile principles
2257,UI / User Experience Design
2258,technological and process innovation
2259,Firmware and Application Architects
2260,C++ embedded programming experience
2261,Embedded Linux development
2262,BMS systems
2263,Oracle / Sybase
2264, Query language abstraction
2265,EJB QL
2266,XQuery..  API Experience
2267,Java persistence
2268, Unix and scripting experience
2269,build and Continuous integration tools
2270,A beautifully crafted gaming experience
2271,A solid grasp
2272,CS/Engineering
2273,an Agile development
2274,Agile methods
2275,Microsoft SQL Server or Azure databases
2276,DevOps practices
2277,an Agile team
2278,a 5G gNB
2279,5G specifications
2280,5G products
2281,Agile environment
2282,Linux OS
2283,the BI Data Pipeline
2284,data testing frameworks
2285,BI Tools
2286,analytical and problem-solving abilities
2287,Cloud Data Warehousing
2288,Data Modeling
2289,a 5G gNB
2290,5G specifications
2291,5G products
2292,Agile environment
2293,Linux OS
2294,existing and new GPU
2295,2D and 3D graphics
2296,A thorough understanding
2297,Windows NT
2298,Android and WebGL implementations
2299,automotive and enterprise use cases
2300,Agile Scrum
2301,cloud computing
2302,core OS research
2303,System-level QNX
2304,embedded and real-time systems development
2305,signal processing algorithms
2306,Linux/Android embedded environment
2307,C and Assembly programming languages
2308,a Software Quality Engineer / Test Analyst
2309,Agile methodologies
2310,documentation reviews
